recency,history,used_discount,used_bogo,is_referral,score,channel_Phone,channel_Web,offer_Discount,offer_No Offer
5,380.65,1,0,0,0.6838910213490599,0,1,0,1
10,149.38,1,0,0,1.3824165841526317,1,0,1,0
7,172.9,1,0,0,1.1674154995505197,1,0,0,1
9,434.25,1,0,1,0.9592557311436536,1,0,0,0
10,140.92,1,0,1,1.5387383001072583,0,1,0,1
3,69.75,0,1,0,1.47394181272615,1,0,1,0
2,144.37,1,0,1,1.0717882799054268,0,1,0,0
8,162.11,1,0,0,0.7819321399388348,1,0,1,0
1,29.99,1,0,1,2.165138659611068,0,1,0,0
6,29.99,1,0,0,1.1603198080354673,0,1,0,1
1,86.91,1,0,0,0.9358097756059314,0,1,0,1
6,91.57,1,0,0,1.4514973835681708,1,0,1,0
2,255.07,0,1,1,0.8783205938664091,0,0,0,0
8,82.34,0,1,1,1.025811105595854,1,0,0,0
11,309.24,0,1,0,0.3422538265898296,1,0,0,0
3,771.98,1,1,1,2.0951797033190838,0,0,0,1
6,100.23,1,0,0,1.2076728511162411,0,1,0,1
3,73.01,1,0,1,0.7218031275378128,1,0,0,1
11,35.57,0,1,1,1.2166371621662233,1,0,1,0
1,446.94,0,1,0,1.1202329208796662,1,0,0,0
9,66.27,0,1,0,1.0132025981983273,1,0,1,0
9,181.7,1,0,1,0.004224674671452711,1,0,0,0
1,419.84,1,0,0,1.1908580444182566,1,0,0,0
9,365.0,1,1,0,0.915026215604258,0,1,0,0
1,111.37,0,1,1,0.913172378524996,0,1,0,1
8,213.1,1,1,0,1.9162087484294443,1,0,0,0
4,109.54,0,1,0,0.5692117245406798,1,0,1,0
10,29.99,1,0,0,1.121995198504602,1,0,0,1
9,49.46,1,0,0,0.8229055089315753,0,1,1,0
1,526.99,0,1,1,1.4698480434032068,0,0,1,0
6,95.04,1,0,0,1.360070159158753,0,1,1,0
1,156.88,0,1,1,0.9883379118240228,1,0,0,1
8,197.33,0,1,1,0.8292242387520502,0,1,0,1
10,29.99,1,0,0,1.0672418131813295,1,0,0,1
9,188.8,0,1,1,1.2758846488874251,1,0,0,0
11,418.7,1,0,0,0.19068490519918246,0,0,0,0
2,29.99,1,0,1,0.30384696650679266,0,1,1,0
10,29.99,0,1,0,0.6618641816845292,0,1,0,1
1,335.43,1,0,0,0.7917374754556411,0,0,0,0
10,38.95,0,1,1,0.9001788652173065,1,0,1,0
2,188.11,0,1,0,0.511042563833757,0,1,0,1
10,138.3,0,1,1,1.524473494932471,1,0,0,1
11,29.99,1,0,0,0.5944420485677964,1,0,0,1
8,32.27,1,0,1,0.7704023220241248,0,1,0,0
9,34.67,1,0,1,1.18114339433928,0,1,0,1
10,29.99,1,0,0,1.0702748217106397,0,1,0,1
5,129.07,1,0,0,2.6447054024054246,0,1,0,0
1,59.53,0,1,0,1.9899564232927769,0,1,1,0
2,93.81,1,0,1,0.4980670266341216,0,1,0,1
7,383.21,0,1,1,0.5293739226266843,1,0,1,0
1,141.2,1,0,0,0.6185039110530289,0,1,0,1
8,133.58,0,1,0,2.738179898156613,1,0,1,0
6,419.08,1,1,0,1.4053263525658344,0,1,1,0
10,82.04,0,1,0,0.8369016792782682,0,1,1,0
1,189.49,1,0,0,1.59470236951262,1,0,1,0
7,114.37,1,0,0,0.5693849410172425,1,0,0,0
11,179.46,0,1,0,1.5443814964927194,1,0,0,0
7,189.34,1,0,0,1.4205024731249656,0,1,0,1
12,37.56,0,1,1,1.1831442694123808,0,1,0,1
7,170.42,1,0,0,1.073110171084168,1,0,0,0
3,29.99,1,0,1,1.5987420896898883,1,0,0,1
3,76.83,0,1,1,0.6792587772579811,0,1,0,0
9,38.39,0,1,0,1.4840869085564612,1,0,0,0
3,562.09,0,1,1,0.5170955288665724,0,0,0,0
8,29.99,0,1,1,0.8043903512735486,1,0,0,0
5,277.81,1,1,0,0.9894458977337276,0,1,1,0
1,195.65,1,0,0,0.6275095794074472,0,1,0,1
10,244.01,0,1,1,0.7360407752743958,0,0,1,0
7,29.99,1,0,0,2.446383210268951,0,1,0,1
1,66.3,1,0,1,0.90332618338543,1,0,0,0
5,416.72,0,1,0,0.8490694987848603,0,0,1,0
10,59.2,0,1,1,1.0106433895391898,1,0,0,1
10,368.27,1,1,0,-0.01975627527076673,0,0,0,0
4,90.73,1,0,0,1.0202152415585986,0,1,0,1
1,60.71,0,1,1,1.014841133029005,1,0,0,0
8,200.84,1,0,1,1.264483033346838,1,0,1,0
9,431.75,1,0,0,1.989578749799486,1,0,0,0
2,262.67,0,1,0,0.6079700459009401,1,0,1,0
9,556.49,1,0,1,0.9393951096707418,0,0,0,1
4,57.24,1,0,0,0.4472263648830049,0,1,0,1
11,167.12,0,1,0,1.123319355529179,0,1,1,0
1,358.86,0,1,1,2.2623960805411363,0,1,0,1
7,193.09,1,0,1,1.195909926984513,1,0,0,1
2,513.74,1,0,1,0.32728907599781376,0,1,0,0
6,162.53,1,0,1,0.7228835543092686,1,0,0,0
11,191.33,0,1,0,2.3298462603060903,0,1,0,0
4,996.08,1,0,1,1.2150928148279707,1,0,0,0
6,29.99,1,0,0,1.3137056009659924,1,0,1,0
12,29.99,1,0,1,0.7825992632992567,1,0,0,0
5,29.99,0,1,1,1.2305454367089943,1,0,0,1
9,87.2,0,1,0,0.1562468827127308,1,0,0,1
5,114.81,0,1,1,1.260040158703835,0,1,0,1
6,75.43,1,0,0,2.2212236664938567,1,0,0,1
6,146.95,1,0,0,2.5899236800876486,0,1,1,0
10,146.0,0,1,1,2.5145533265769093,0,1,1,0
6,80.91,1,0,0,0.3579623395004701,1,0,0,1
1,301.92,0,1,1,1.4669324009047893,0,0,0,1
11,30.72,1,0,1,0.4847315839074949,0,1,0,0
5,74.37,0,1,0,1.171560945819055,0,1,1,0
6,59.53,0,1,0,1.5575289065942082,1,0,0,1
2,32.94,0,1,0,1.4891241859335989,0,1,0,1
8,105.46,0,1,1,0.739170414865129,0,1,0,0
11,37.86,1,0,1,1.608248510235916,1,0,0,1
8,173.14,1,0,0,1.446875407499414,0,1,1,0
3,50.22,1,0,1,0.3525710336304977,0,1,0,0
10,29.99,0,1,1,0.7352137867617494,0,1,0,0
10,29.99,0,1,1,0.4606271813721571,1,0,1,0
6,2583.84,1,1,1,2.4117509205392893,0,0,1,0
11,621.17,0,1,1,0.7886989549975949,0,1,1,0
9,35.77,0,1,0,1.0536810895441997,0,1,0,1
4,108.98,0,1,1,0.6315222394561636,1,0,1,0
6,116.78,1,0,0,1.044338934370708,0,1,0,0
10,82.59,1,0,0,2.0253531470519626,0,1,1,0
7,220.19,1,0,0,0.6175156676854325,1,0,1,0
8,77.28,0,1,0,1.2946125427345,1,0,1,0
10,75.5,0,1,0,1.8139542323640645,0,1,1,0
12,100.59,1,0,1,0.8586991080973136,0,1,0,1
5,152.72,0,1,0,1.309489145838603,1,0,0,0
6,43.48,0,1,0,1.1223226756516258,1,0,0,0
8,34.77,0,1,0,1.2343800598879513,0,1,1,0
7,292.99,0,1,0,1.5492721263001703,0,1,1,0
6,90.73,1,0,0,0.6206741623524619,0,1,0,1
1,67.34,0,1,0,1.4778795087410277,0,1,0,1
1,137.36,0,1,1,1.1921741044701903,1,0,0,0
4,268.49,1,1,0,0.9662649109597994,1,0,0,0
5,29.99,0,1,0,2.059228028517126,1,0,1,0
10,214.04,1,1,0,1.0178490895684011,0,1,0,0
2,232.98,0,1,1,1.3459201238327785,0,0,0,0
1,415.64,0,1,0,1.7411636387228118,1,0,0,0
8,548.64,0,1,1,0.5901951057627655,0,0,0,1
2,130.78,1,0,1,1.7296863920326562,1,0,0,1
1,29.99,1,0,1,1.3032780789404024,0,1,0,1
2,414.66,1,0,1,1.2333566292008875,0,1,0,0
4,1345.49,1,1,1,1.4591734384556432,0,0,0,1
6,121.28,1,0,1,2.2691500862467207,0,1,0,0
2,224.96,0,1,0,0.5284985184000908,0,0,1,0
6,29.99,1,0,0,0.7984372101421116,0,1,0,1
4,312.38,0,1,1,1.5313921705691325,1,0,0,1
10,238.08,1,1,0,0.9762390516950359,0,0,0,1
10,118.8,1,0,1,0.2960022431812613,0,1,0,1
10,185.15,1,0,1,0.8935257226758122,0,1,0,1
10,234.08,0,1,1,0.7486342394526159,0,1,1,0
3,29.99,0,1,0,0.4037956644451365,1,0,1,0
9,176.45,1,0,0,0.4311729963833744,1,0,1,0
7,501.7,1,1,1,2.2887738747379887,1,0,1,0
2,169.15,1,0,1,2.407209557938629,1,0,0,0
7,29.99,0,1,1,0.6735468237519533,0,1,0,0
8,312.36,1,1,0,1.290371525595696,0,1,0,1
7,354.87,1,0,0,0.4777542625789632,1,0,0,0
7,202.19,0,1,1,0.8698632356933771,0,1,0,0
1,604.08,1,1,1,0.4790059495179645,0,0,0,0
1,731.39,1,1,1,0.9189297643535228,0,1,0,1
10,29.99,1,0,0,0.808146548610604,0,1,0,0
9,176.05,1,0,0,0.7307471275614581,0,1,0,1
1,77.08,0,1,1,0.8090811361765808,1,0,0,0
3,334.96,1,0,0,1.4469240927427915,1,0,1,0
2,33.76,1,0,0,0.6174897413375653,0,1,0,1
8,149.75,1,0,1,0.7569707696333279,0,1,0,0
3,624.55,1,1,1,1.3752409082392667,0,0,0,0
1,848.13,0,1,1,0.7442883396022126,0,0,0,1
10,166.8,0,1,1,1.4950405089093866,1,0,0,0
6,48.88,1,0,0,1.0407632563739595,0,1,0,0
4,119.74,0,1,1,1.6415276065174418,0,1,1,0
10,29.99,0,1,0,0.934240545863416,0,1,0,1
1,285.14,0,1,1,1.2353451508874795,0,1,0,0
1,335.71,1,0,0,2.2678132785794167,1,0,1,0
1,502.08,0,1,1,1.3137049445412659,1,0,0,0
1,118.05,0,1,0,1.8831036054175168,0,1,1,0
6,444.83,1,1,0,1.6264449368569818,0,1,0,1
7,143.8,0,1,0,0.9963664645490764,1,0,0,0
2,278.49,1,1,1,1.4341361160731745,1,0,1,0
10,63.77,0,1,1,1.0237279214657484,0,1,0,0
2,333.87,1,0,1,1.4153840356212026,0,0,0,0
10,29.99,0,1,1,1.191012047708346,0,1,1,0
4,151.91,0,1,0,1.4355844983856945,0,1,1,0
5,117.34,0,1,0,2.3193955317221366,1,0,0,0
1,132.18,1,0,0,0.6431504166859477,1,0,0,0
2,225.36,0,1,0,1.3948126957048466,1,0,0,0
10,693.71,1,0,1,0.9619351138432254,0,0,1,0
10,282.14,0,1,0,1.352332461831636,0,0,0,0
12,109.02,0,1,1,0.7399127375325137,0,1,1,0
2,323.56,0,1,0,1.2012222925270493,1,0,0,1
8,614.62,1,1,1,0.7935657947127328,0,1,0,0
1,64.97,1,0,0,0.9350029727309562,0,1,0,0
9,29.99,0,1,1,1.4663284581373075,0,1,0,1
6,641.12,1,0,1,1.4347803947599815,0,1,0,0
8,58.95,1,0,1,1.0793702309636348,1,0,0,1
10,407.85,1,0,0,0.2622473517061774,1,0,1,0
9,167.29,1,0,0,1.2309696670756334,1,0,0,1
6,72.13,1,0,1,0.8846397310612635,1,0,0,1
1,547.25,0,1,1,1.6037194856664554,1,0,1,0
10,29.99,1,0,0,0.7792571241169113,0,1,1,0
3,751.13,1,0,1,0.6162550627861487,1,0,0,1
7,329.65,0,1,1,1.7586317422606657,1,0,0,0
10,270.71,1,1,1,0.9989901421160016,1,0,1,0
7,302.34,1,1,0,1.1926206977509508,1,0,0,0
4,77.64,1,0,1,0.3716684180416322,0,1,0,1
9,194.78,1,0,0,1.1870441389111457,1,0,0,1
6,290.19,0,1,1,0.704212011110813,1,0,0,0
6,452.96,0,1,1,1.6028567144304342,1,0,0,0
11,167.78,0,1,0,1.271580560904637,1,0,0,1
6,829.96,1,0,1,0.7873308861526197,0,0,0,1
8,282.65,1,0,0,2.684906522263354,0,0,1,0
2,494.87,1,1,0,1.2284884325842074,0,1,0,0
2,145.76,0,1,0,1.8299583235623056,0,1,1,0
9,75.66,0,1,1,0.10632229829109163,0,1,0,0
2,119.74,1,0,0,0.6161196740948773,1,0,0,1
8,76.11,1,0,0,1.2553290089163007,0,1,1,0
2,29.99,1,0,0,1.191674935108323,0,1,1,0
4,41.11,0,1,0,0.8460601158348957,1,0,1,0
8,350.41,1,0,0,0.5908778603566738,1,0,1,0
10,142.56,0,1,0,1.9738250744915944,0,1,0,1
3,92.49,1,0,1,1.7171110803005234,1,0,0,1
3,104.42,1,0,0,0.11279680401201675,1,0,0,0
10,222.66,0,1,1,1.4812803356784068,0,1,0,0
5,550.76,1,1,1,1.1964183708623075,0,1,1,0
2,261.55,0,1,0,1.699658061478225,0,1,0,1
1,126.68,1,0,0,0.5578101281844454,1,0,0,1
11,50.68,0,1,1,0.5947075340877509,0,1,0,1
9,90.4,1,0,1,0.8403939874166602,0,1,0,0
7,648.8,1,1,1,1.8110582939519075,1,0,0,0
8,38.83,1,0,0,1.3234792523747654,1,0,1,0
10,152.12,1,0,0,1.5498082470484933,1,0,1,0
6,194.21,1,0,1,1.1614883039944233,1,0,0,0
1,146.78,0,1,1,0.4557840198202029,1,0,1,0
8,35.46,1,0,1,1.4249708706582729,0,1,1,0
10,133.75,1,0,1,0.3536176218419058,1,0,0,0
2,133.63,0,1,0,1.1184525933840537,0,1,0,1
5,730.87,1,1,1,1.5868635325601694,1,0,0,0
9,806.84,0,1,1,1.2086146664882982,0,0,1,0
7,236.69,0,1,0,1.5400397920656148,0,0,0,0
6,613.81,1,0,1,0.7009144735836361,0,1,0,1
1,523.99,0,1,1,0.5987121771056019,0,0,0,1
9,170.34,1,0,0,1.3743164212313068,0,1,1,0
5,1470.1,1,0,1,2.7837450210001125,0,1,0,0
6,422.43,1,1,1,1.7101130335209491,0,1,1,0
7,371.09,0,1,0,1.1440857726350668,0,1,0,1
11,414.64,0,1,0,1.679993580317034,1,0,0,0
2,169.12,0,1,1,0.9778930501507632,1,0,0,1
10,39.06,0,1,0,1.0204527098061704,1,0,0,0
4,149.54,0,1,1,0.6919614975354479,1,0,0,1
3,146.1,1,0,0,1.5501702296735766,1,0,0,1
9,153.35,1,0,1,1.095462427419546,0,1,0,0
9,29.99,0,1,1,1.4375099050912827,1,0,0,0
2,29.99,1,0,1,1.0995146249554069,1,0,0,1
1,558.6,1,0,1,1.6462041303851114,1,0,1,0
10,398.03,1,0,0,0.9286806761244424,0,1,0,0
6,228.33,1,0,0,0.4918779225634298,0,1,0,0
7,95.38,0,1,1,0.5051310431907854,0,1,0,1
9,259.46,1,0,1,0.5319985428129044,1,0,0,0
1,146.15,0,1,0,0.2871896444634926,1,0,0,1
1,1411.37,1,1,1,0.6302299033525411,0,0,0,1
3,325.58,0,1,0,1.81748523966402,0,1,0,0
9,129.0,1,0,1,1.4144179221040258,0,1,1,0
5,145.67,1,0,0,1.4270040936546,0,1,0,0
6,183.62,0,1,1,0.9258024525457654,0,1,1,0
9,596.4,1,0,1,1.1379857967522586,0,1,1,0
3,594.35,0,1,1,1.0837148160664152,1,0,0,1
10,156.77,0,1,0,0.9931107432195592,0,1,0,0
1,162.07,0,1,1,0.4703327667942577,1,0,0,0
5,29.99,1,0,0,0.7533997480351523,0,1,1,0
1,1916.16,1,0,1,2.38722339070772,0,0,0,1
8,215.72,1,1,0,1.2444412619120808,0,1,0,0
5,246.45,1,1,0,2.0428909853587864,0,1,0,0
2,224.12,1,0,1,0.9001261530492916,1,0,1,0
1,571.86,1,0,1,0.6212140050389734,1,0,0,1
1,340.5,1,1,0,2.260606965651233,0,1,1,0
6,123.58,0,1,1,0.7626983163678356,0,1,0,1
10,45.09,1,0,1,1.541947344444118,1,0,0,0
3,197.22,0,1,0,2.7085027609266485,1,0,0,0
2,262.46,1,0,0,2.7045521565490063,1,0,0,1
2,151.16,1,0,1,1.4103985063722255,1,0,0,1
1,87.01,0,1,1,0.7820582763889585,0,1,0,0
11,45.84,1,0,1,1.7874410137384182,0,1,1,0
5,405.38,1,0,0,1.1350265615184618,0,0,0,1
9,438.05,1,0,0,1.1985401214986189,0,0,1,0
6,223.9,1,0,1,1.3673059454542906,0,0,0,0
2,1351.46,0,1,1,0.3653953118779932,0,1,1,0
11,61.92,0,1,1,2.0768607841521005,1,0,1,0
12,53.44,0,1,0,1.2192148943372227,1,0,0,1
12,29.99,1,0,1,0.9454866353039592,0,1,0,1
4,76.03,1,0,0,1.725829378170222,1,0,0,1
6,57.84,0,1,0,1.4131031371735276,1,0,1,0
12,226.04,0,1,1,1.3135076197494486,1,0,1,0
2,240.22,1,1,1,1.0577392276921784,1,0,0,1
4,62.69,1,0,0,0.7203034779922921,1,0,0,0
8,277.16,1,0,0,0.7660352046272907,0,1,0,1
2,125.84,1,0,1,2.438063870526721,0,1,1,0
2,389.47,1,0,0,0.5946890325745595,0,1,0,1
1,1646.95,1,0,1,1.008766729578813,0,0,0,1
8,55.74,0,1,1,0.4480695191074322,1,0,1,0
10,265.38,1,0,0,1.6667482420221431,1,0,0,0
4,338.51,1,0,1,1.6846693821745204,0,1,0,0
1,74.76,0,1,0,1.6758504856493934,1,0,1,0
1,468.55,0,1,1,0.8425283116756112,0,1,0,1
1,160.51,1,0,0,1.3784662204062037,0,1,0,1
5,126.65,1,0,1,0.4617555861322711,1,0,0,1
10,43.39,1,0,0,0.7775756780575049,1,0,1,0
9,29.99,0,1,1,0.8506517762403027,0,1,1,0
9,235.17,1,1,0,1.4802327212457902,0,0,0,0
8,150.55,0,1,0,1.2879875565545578,0,1,0,0
2,415.19,1,0,0,0.8428666992003241,0,1,1,0
10,121.56,1,0,0,0.2462002896104793,1,0,0,0
2,48.43,1,0,0,2.7778148357835506,1,0,0,1
3,186.35,0,1,1,0.6488155266175135,0,1,1,0
9,183.92,0,1,0,0.9661559436362912,1,0,0,0
3,133.07,0,1,0,2.3273950758149766,0,1,0,1
2,35.35,0,1,0,0.5746049825415145,1,0,0,0
7,642.45,1,1,1,1.8852769365997293,0,0,1,0
4,432.01,0,1,0,0.7724496745192975,1,0,0,1
9,190.08,1,0,0,0.5350299564604022,0,1,0,0
2,38.49,0,1,0,0.4527336164902379,0,1,0,0
5,351.4,0,1,0,1.3336435095316157,0,1,0,0
6,29.99,0,1,1,1.0570219323431995,1,0,1,0
4,102.07,0,1,1,1.092981026972515,1,0,1,0
10,419.22,1,1,0,0.6829504094555676,1,0,1,0
7,50.57,1,0,1,2.164741873793885,0,1,0,1
10,261.11,1,0,1,0.9464812111213764,0,1,1,0
4,119.47,1,0,0,0.6088133934055318,1,0,0,0
2,110.72,1,0,0,0.8604687097198407,0,1,1,0
11,354.31,1,0,0,0.9337830044953312,0,1,1,0
12,29.99,0,1,1,0.8266281538799908,0,1,1,0
1,347.94,1,0,0,0.9605790750142328,1,0,0,0
10,29.99,1,0,0,0.6515313862934752,0,1,1,0
8,123.91,0,1,0,1.0675805797097926,0,1,0,1
6,162.58,0,1,1,1.348305114112803,1,0,0,1
11,95.56,1,0,1,0.35512154385701444,0,1,0,1
2,29.99,0,1,1,0.5629026312581628,1,0,0,1
7,67.45,0,1,1,1.8535392619544524,0,1,0,0
2,363.58,0,1,0,1.5260626237910582,0,1,1,0
3,29.99,1,0,1,0.9805040406152132,0,1,0,0
3,159.57,1,0,1,0.5489224283799079,0,1,0,1
6,141.28,1,0,0,1.465069493102208,1,0,0,0
6,181.99,0,1,0,1.7776866439486263,0,1,0,0
1,638.93,0,1,1,0.2625366866116257,0,1,0,1
3,82.11,1,0,1,0.3688122378272092,1,0,0,0
12,29.99,1,0,1,1.4888972452072695,0,1,1,0
12,151.73,1,0,0,0.8462917466890999,0,1,1,0
12,29.99,1,0,1,0.8441204779501981,1,0,0,0
1,1570.47,1,1,1,0.4985293499593021,0,1,0,0
10,351.18,1,1,0,2.0095809976664247,1,0,1,0
10,64.65,0,1,0,0.8248405269663375,1,0,0,1
2,221.33,1,0,1,1.461567771102975,0,1,0,1
6,108.24,0,1,0,1.2655316133079753,0,1,0,0
10,29.99,0,1,0,0.8373675611376372,0,1,1,0
11,45.29,0,1,0,1.1479627778865709,0,1,0,1
10,208.03,1,0,0,1.3964555969633194,0,0,0,1
9,498.82,0,1,0,1.7674345451734466,1,0,0,0
2,56.07,0,1,1,1.1873741947562737,0,1,0,0
3,152.9,1,0,1,1.0156961970335854,1,0,0,0
7,102.35,0,1,1,1.2627146812156276,1,0,0,0
6,173.02,0,1,0,0.3752334526249226,1,0,0,1
12,187.56,1,0,0,0.5931386971861747,1,0,1,0
10,29.99,0,1,1,1.7183137827113124,0,1,0,1
9,43.76,1,0,0,2.2555406419849917,0,1,0,1
1,455.65,1,0,0,2.4125447544607383,1,0,0,1
1,54.04,1,0,0,1.2848142730745902,0,1,1,0
4,29.99,1,0,1,1.4452020572329023,0,1,1,0
5,51.8,0,1,1,0.3693954625220983,0,1,0,0
4,79.8,0,1,0,2.0814086897721,0,1,1,0
1,49.48,1,0,0,1.1000316675384958,0,1,0,0
11,214.59,0,1,0,1.4838548637705469,0,0,1,0
10,241.26,0,1,1,1.226229202360678,0,0,0,0
10,136.67,0,1,1,0.4668432270376798,1,0,0,0
1,56.65,0,1,1,0.9708935529477496,0,1,0,1
10,29.99,0,1,0,2.602090503990138,1,0,0,0
8,157.8,1,0,1,1.3017680750955538,0,1,0,1
11,407.71,0,1,1,1.3306721685518603,1,0,0,0
5,191.5,1,0,0,0.8114423287345579,1,0,1,0
6,116.95,0,1,0,1.6167381443291071,1,0,1,0
2,309.01,1,0,1,1.2034159058705778,1,0,0,0
4,708.08,0,1,1,0.8497982315425678,1,0,0,0
6,29.99,1,0,1,1.0994287400086216,0,1,0,0
7,29.99,1,0,1,0.4315941856675109,0,1,0,0
3,425.63,0,1,0,0.8478869575635228,0,1,1,0
5,766.46,1,1,1,1.576534286517345,0,0,0,1
2,318.11,1,0,0,1.0694905030945798,0,1,0,0
3,503.69,0,1,1,0.6071391036695224,0,0,0,0
3,29.99,0,1,1,1.330698334015037,0,1,0,0
9,115.37,0,1,0,1.83622394260942,1,0,1,0
3,111.17,1,0,1,1.605599535435799,1,0,0,0
3,45.95,1,0,0,1.48902424067997,0,1,0,1
8,29.99,1,0,1,0.4762924524216797,0,1,0,1
2,231.48,1,0,1,1.5924981157032647,0,1,1,0
10,29.99,0,1,0,0.9418222848361132,0,1,0,0
5,132.61,1,0,0,0.767696861441957,0,1,1,0
8,46.85,0,1,0,0.5361073897831186,1,0,0,1
8,575.62,1,1,1,0.9572332631685956,0,0,1,0
2,481.31,1,0,0,0.8766393958345056,0,0,0,0
1,688.15,0,1,1,1.3559837383097255,0,0,0,1
9,98.72,1,0,0,1.96313512097414,1,0,0,0
10,911.59,1,1,1,0.5742528515548367,0,1,1,0
7,78.19,0,1,0,1.1201721598880483,0,1,1,0
1,29.99,1,0,0,1.0685164298313117,1,0,0,1
2,49.83,0,1,1,2.0655521873343776,0,1,1,0
8,110.72,0,1,0,0.8561574780284124,0,1,1,0
6,66.93,0,1,0,0.8687801144975815,0,1,0,1
3,321.33,0,1,0,1.2322839948598303,1,0,1,0
1,54.67,1,0,1,1.7361223072307232,1,0,1,0
10,177.55,0,1,0,0.9065347654276164,1,0,0,0
2,353.98,1,0,0,0.8104472944328736,0,1,1,0
5,119.83,0,1,0,1.4258850726399317,1,0,0,1
7,93.6,1,0,1,0.41294866325093615,0,1,0,0
2,262.72,1,1,1,1.0805288935047197,0,1,0,1
12,198.7,0,1,0,2.247211496759133,1,0,1,0
9,37.84,0,1,1,1.4343098733054995,1,0,0,0
4,195.94,0,1,1,0.9667249267772122,1,0,1,0
12,68.51,1,0,1,0.8145952926522996,0,1,0,1
9,30.45,0,1,0,1.2358232092016803,0,1,1,0
5,29.99,0,1,1,1.146693801754482,0,1,0,0
8,29.99,1,0,1,1.0019004324427478,0,1,1,0
10,322.1,0,1,1,1.0536547815568211,1,0,0,1
9,133.01,1,0,0,1.2548122358087257,1,0,0,1
2,580.87,0,1,1,1.1723110815242974,1,0,1,0
3,360.49,1,0,1,0.5756305831748703,0,0,0,1
1,410.79,1,0,0,2.053488178614882,0,0,0,1
12,55.49,0,1,0,0.843816333272623,0,1,1,0
3,277.07,1,1,1,1.2395330264925848,0,1,0,1
1,74.54,1,0,0,1.9172193173924317,1,0,1,0
2,242.26,1,0,0,0.5168210806754434,1,0,0,1
9,218.16,1,1,1,0.9430585748748924,1,0,0,0
7,166.72,0,1,0,0.6758996589298369,1,0,0,0
8,198.14,1,0,0,1.0239834880401926,1,0,1,0
1,121.05,0,1,0,1.5548625096738296,1,0,0,1
11,80.7,1,0,1,0.5783101385739559,1,0,0,0
1,1017.76,1,0,1,0.4195602002464224,1,0,0,0
7,357.4,1,1,0,1.4428458746363455,1,0,0,1
10,40.42,0,1,0,0.6872551731887089,1,0,0,1
7,493.55,1,0,1,1.0424340282979068,0,0,1,0
10,29.99,0,1,1,1.1650599940755186,0,1,1,0
1,125.92,1,0,0,-0.07638989843283084,1,0,1,0
11,29.99,0,1,0,0.8828170756387981,1,0,0,0
8,101.83,0,1,0,0.21369967315820748,1,0,0,1
9,97.07,1,0,0,2.5212442706131393,0,1,1,0
3,173.07,1,0,1,1.359789410700008,1,0,1,0
5,328.82,0,1,0,1.1066493060726312,1,0,0,0
2,559.92,0,1,1,0.6616716765690955,0,0,1,0
3,458.69,0,1,1,2.007631263429406,0,0,0,0
11,69.85,0,1,1,1.1447814038943134,1,0,0,1
3,540.71,1,1,1,2.1126753242069416,1,0,1,0
3,184.06,0,1,1,1.027185697758349,0,1,1,0
2,88.0,1,0,1,1.2521808489915638,1,0,0,0
12,66.23,0,1,0,0.9066793104472668,1,0,0,0
7,29.99,0,1,0,1.1188728862407458,0,1,1,0
6,159.2,0,1,0,2.25895231381159,0,1,0,1
3,490.53,1,0,0,0.5367090650737905,0,0,1,0
9,60.17,1,0,0,1.6769841928246725,0,1,0,0
3,29.99,1,0,0,0.6428848987918159,1,0,0,1
10,142.57,1,0,1,0.3314366784569214,1,0,1,0
4,129.2,1,0,1,1.0559814557472826,1,0,0,0
5,153.23,0,1,1,1.2005844659734572,0,1,0,1
11,75.44,0,1,1,0.8962227027059191,0,1,1,0
4,70.8,1,0,1,0.6622643695618469,1,0,1,0
6,76.88,0,1,0,0.7930621630400414,1,0,0,0
10,29.99,1,0,1,0.8811220857476637,0,1,1,0
11,47.17,1,0,0,0.7216179453623923,1,0,0,1
4,357.68,1,1,1,0.9436883070019626,1,0,0,0
2,483.65,0,1,0,0.6068114565749125,1,0,0,1
1,248.43,1,1,0,0.6437062978285564,0,1,0,1
9,84.26,0,1,1,1.6964075621336052,0,1,1,0
5,344.81,1,0,1,1.1011228301508107,1,0,0,1
1,193.65,1,0,0,1.4791133677190516,0,1,0,1
10,512.74,0,1,1,2.0596769255440392,0,0,0,1
12,158.64,1,0,0,0.16809130094951566,0,1,0,0
11,189.25,0,1,1,0.7873071597374992,1,0,0,1
8,65.62,0,1,1,0.4786089733556278,1,0,0,0
4,29.99,0,1,0,2.0658064139556327,1,0,0,0
12,68.25,0,1,1,0.9972815166233028,1,0,0,1
7,92.39,0,1,1,1.7384814111562956,0,1,0,1
1,1358.36,1,1,1,1.661772296185618,0,1,0,1
7,36.91,0,1,0,1.0979325434420817,0,1,0,1
10,90.6,1,0,1,0.6676447527238474,0,1,1,0
2,162.89,0,1,0,1.0271470920485797,1,0,0,1
1,137.1,1,0,1,0.8070998227699446,1,0,0,1
3,105.42,1,0,1,0.7409108983151487,0,1,1,0
11,158.36,1,0,1,1.1872765509959886,1,0,0,0
9,333.46,0,1,0,0.6306462879207033,0,1,1,0
5,37.69,0,1,0,1.8985163419868645,1,0,1,0
9,482.52,1,1,0,1.71641668231127,1,0,1,0
5,71.67,0,1,0,0.8712382851261478,1,0,0,1
10,87.25,0,1,0,0.9472875737695988,1,0,0,0
10,145.79,1,0,0,1.5372686369440602,0,1,0,1
3,29.99,0,1,1,0.09220263483196632,0,1,0,1
